Date,Open,High,Low,Close,Adj Close,Volume
2018-01-15,13638.629883,14355.820313,13416.709961,13631.980469,13631.980469,1170462750
2018-01-16,13634.599609,13648.839844,10032.69043,11282.490234,11282.490234,3842651741
2018-01-17,11282.490234,11736.299805,9205.379883,11162.700195,11162.700195,3666978316
2018-01-18,11162.700195,12018.429688,10642.330078,11175.519531,11175.519531,2357251805
2018-01-19,11175.519531,11780.490234,10867.179688,11521.759766,11521.759766,1264875700
2018-01-20,11521.820313,13031.040039,11502.110352,12783.94043,12783.94043,1492721765
2018-01-21,12783.540039,12787.349609,11101.730469,11549.929688,11549.929688,1552755289
2018-01-22,11549.980469,11913.740234,10067.759766,10814.519531,10814.519531,1811992345
2018-01-23,10814.519531,11388.519531,9980.5,10858.230469,10858.230469,1710180828
2018-01-24,10853.780273,11531.599609,10506.549805,11429.019531,11429.019531,1286435482
2018-01-25,11428.110352,11741.919922,10930.339844,11175.870117,11175.870117,1061064251
2018-01-26,11175.870117,11656.540039,10346.860352,11104.200195,11104.200195,1560135332
2018-01-27,11104.339844,11638.69043,10879.200195,11459.709961,11459.709961,1031091633
2018-01-28,11460.389648,12064.19043,11407.94043,11767.740234,11767.740234,1038153169
2018-01-29,11767.740234,11860.290039,11089.519531,11233.950195,11233.950195,920836244
2018-01-30,11234.320313,11263.700195,9871.209961,10107.259766,10107.259766,1720894077
2018-01-31,10107.400391,10377.959961,9698.129883,10226.860352,10226.860352,1230902973
2018-02-01,10226.860352,10280.839844,8726.950195,9114.719727,9114.719727,1964308989
2018-02-02,9114.730469,9147.929688,7786.200195,8870.820313,8870.820313,2768759876
2018-02-03,8872.870117,9504.370117,8194.679688,9251.269531,9251.269531,1253484523
2018-02-04,9251.269531,9400.990234,7889.830078,8218.049805,8218.049805,1413207410
2018-02-05,8218.049805,8391.290039,6627.310059,6937.080078,6937.080078,2534149181
2018-02-06,6936.430176,7932.379883,5968.359863,7701.25,7701.25,3397596513
2018-02-07,7701.25,8572.679688,7208.859863,7592.720215,7592.720215,2159765331
2018-02-08,7593.779785,8643.94043,7590.47998,8260.69043,8260.69043,1594673973
2018-02-09,8259.259766,8743.200195,7775.359863,8696.830078,8696.830078,1348072086
2018-02-10,8696.830078,9081.490234,8176.25,8569.290039,8569.290039,1348923336
2018-02-11,8569.320313,8573.349609,7862.310059,8084.609863,8084.609863,1013771945
2018-02-12,8084.609863,8997.339844,8084.410156,8911.269531,8911.269531,1085921871
2018-02-13,8911.169922,8955.150391,8379.349609,8544.69043,8544.69043,853320352
2018-02-14,8544.69043,9508.219727,8542.980469,9485.639648,9485.639648,1220863360
2018-02-15,9485.639648,10223.580078,9363.379883,10033.75,10033.75,1666668487
2018-02-16,10033.75,10303.139648,9720.379883,10188.730469,10188.730469,1061827697
2018-02-17,10188.730469,11119.450195,10074.070313,11097.209961,11097.209961,1327921168
2018-02-18,11097.209961,11288.339844,10161.009766,10417.230469,10417.230469,1659704217
2018-02-19,10418.120117,11265.959961,10336.320313,11182.280273,11182.280273,1186535653
2018-02-20,11182.280273,11802.230469,11130.950195,11256.429688,11256.429688,1640343867
2018-02-21,11256.780273,11295.580078,10256.209961,10481.660156,10481.660156,1982721124
2018-02-22,10481.660156,10941.570313,9757.19043,9847.959961,9847.959961,1795951829
2018-02-23,9847.959961,10420.669922,9604.0,10175.509766,10175.509766,1399448203
2018-02-24,10175.509766,10528.0,9396.540039,9705.730469,9705.730469,1244484468
2018-02-25,9705.730469,9873.790039,9329.44043,9610.110352,9610.110352,793093192
2018-02-26,9610.110352,10457.509766,9411.820313,10326.5,10326.5,1181729273
2018-02-27,10326.5,10879.379883,10154.240234,10594.759766,10594.759766,1060840699
2018-02-28,10594.759766,11067.759766,10303.139648,10334.44043,10334.44043,1126074675
2018-03-01,10334.44043,11090.299805,10247.55957,10929.370117,10929.370117,952472120
2018-03-02,10929.370117,11191.94043,10801.450195,11043.120117,11043.120117,852908489
2018-03-03,11043.120117,11530.660156,11043.120117,11465.360352,11465.360352,812200126
2018-03-04,11465.360352,11539.790039,11084.009766,11504.419922,11504.419922,690727335
2018-03-05,11503.94043,11694.150391,11431.549805,11440.730469,11440.730469,791471905
2018-03-06,11440.330078,11441.650391,10589.280273,10735.450195,10735.450195,1210081181
2018-03-07,10735.450195,10913.700195,9470.730469,9928.55957,9928.55957,1858869115
2018-03-08,9928.55957,10119.209961,9086.849609,9316.719727,9316.719727,1492236089
2018-03-09,9316.769531,9433.379883,8393.450195,9252.759766,9252.759766,2081621422
2018-03-10,9252.759766,9518.620117,8727.429688,8797.269531,8797.269531,1084925795
2018-03-11,8797.269531,9735.639648,8484.320313,9544.839844,9544.839844,1374814644
2018-03-12,9543.980469,9907.410156,8796.519531,9142.150391,9142.150391,1435404200
2018-03-13,9142.269531,9486.120117,8856.650391,9160.120117,9160.120117,1228556284
2018-03-14,9160.120117,9360.660156,7966.939941,8217.700195,8217.700195,1385572511
2018-03-15,8216.219727,8432.120117,7698.470215,8268.410156,8268.410156,1519850464
2018-03-16,8267.950195,8616.629883,7924.109863,8283.230469,8283.230469,1082790136
2018-03-17,8283.230469,8360.639648,7765.410156,7883.450195,7883.450195,901939422
2018-03-18,7882.669922,8299.860352,7318.459961,8215.400391,8215.400391,1535519444
2018-03-19,8215.5,8725.599609,8129.660156,8623.139648,8623.139648,1447812723
2018-03-20,8623.139648,9056.230469,8339.799805,8920.709961,8920.709961,1150462439
2018-03-21,8920.530273,9184.509766,8778.69043,8911.349609,8911.349609,991376396
2018-03-22,8911.370117,9107.0,8500.879883,8724.980469,8724.980469,1023286566
2018-03-23,8724.980469,8935.879883,8307.580078,8934.799805,8934.799805,939997284
2018-03-24,8935.509766,9036.230469,8515.530273,8548.05957,8548.05957,827663165
2018-03-25,8548.389648,8690.360352,8395.849609,8472.839844,8472.839844,657643520
2018-03-25,8472.55957,8521.040039,7869.27002,8152.200195,8152.200195,1079038734
2018-03-26,8152.180176,8226.240234,7752.299805,7808.47998,7808.47998,930754990
2018-03-27,7808.419922,8117.790039,7752.600098,7959.779785,7959.779785,657712114
2018-03-28,7959.779785,7983.77002,6927.109863,7106.620117,7106.620117,1379180030
2018-03-29,7106.620117,7280.27002,6595.259766,6853.759766,6853.759766,1584675343
2018-03-30,6853.75,7228.399902,6806.339844,6943.77002,6943.77002,915400590
2018-03-31,6943.77002,7056.220215,6463.540039,6835.839844,6835.839844,889887684
2018-04-01,6835.580078,8218.660156,6792.299805,7074.600098,7074.600098,748861435
2018-04-02,7074.649902,7528.970215,7039.879883,7434.299805,7434.299805,905326798
2018-04-03,7434.299805,7442.419922,6727.089844,6815.5,6815.5,877199782
2018-04-04,6815.5,6933.660156,6602.379883,6790.450195,6790.450195,777145174
2018-04-05,6790.450195,6869.529785,6526.669922,6634.859863,6634.859863,605651287
2018-04-06,6634.859863,7083.850098,6624.470215,6917.200195,6917.200195,564883141
2018-04-07,6917.200195,7132.029785,6911.02002,7049.919922,7049.919922,425825572
2018-04-08,7049.919922,7204.279785,6633.689941,6789.529785,6789.529785,901883664
2018-04-09,6789.529785,6922.839844,6676.720215,6871.069824,6871.069824,424510977
2018-04-10,6871.069824,6999.370117,6839.160156,6977.129883,6977.129883,450141340
2018-04-11,6977.040039,8051.950195,6791.330078,7927.72998,7927.72998,1490759969
2018-04-12,7927.72998,8237.160156,7758.799805,7899.109863,7899.109863,1171435820
2018-04-13,7898.740234,8195.339844,7841.189941,8022.509766,8022.509766,537286381
2018-04-14,8022.509766,8437.030273,8021.040039,8376.730469,8376.730469,570527804
2018-04-15,8376.730469,8430.929688,7929.240234,8079.77002,8079.77002,713471956
2018-04-16,8079.77002,8187.600098,7858.120117,7921.629883,7921.629883,580880500
2018-04-17,7921.649902,8246.570313,7908.919922,8189.959961,8189.959961,593500791
2018-04-18,8189.919922,8321.009766,8136.419922,8301.820313,8301.820313,602099034
2018-04-19,8301.820313,8945.139648,8243.490234,8877.080078,8877.080078,979994921
2018-04-20,8877.150391,9047.820313,8631.179688,8935.719727,8935.719727,829073400
2018-04-21,8935.849609,9043.980469,8788.44043,8823.360352,8823.360352,610183093
2018-04-22,8823.459961,9025.730469,8804.200195,8968.25,8968.25,553892335
2018-04-23,8967.860352,9741.910156,8957.679688,9655.769531,9655.769531,1276464750
2018-04-24,9657.69043,9765.230469,8757.05957,8873.620117,8873.620117,1779806222
2018-04-25,8873.570313,9315.129883,8669.379883,9282.120117,9282.120117,997427934
2018-04-26,9289.009766,9385.870117,8923.480469,8938.469727,8938.469727,758182407
2018-04-27,8938.469727,9435.900391,8892.519531,9351.469727,9351.469727,774111704
2018-04-28,9349.94043,9552.669922,9189.070313,9407.040039,9407.040039,640931911
2018-04-29,9407.349609,9459.80957,9133.599609,9248.450195,9248.450195,574099218
2018-04-30,9248.25,9251.660156,8851.099609,9077.280273,9077.280273,669555436
2018-05-01,9077.280273,9271.620117,8993.820313,9232.19043,9232.19043,527488395
2018-05-02,9232.19043,9817.19043,9172.280273,9745.040039,9745.040039,857646889
2018-05-03,9746.259766,9785.150391,9547.209961,9699.610352,9699.610352,663887678
2018-05-04,9700.370117,9968.849609,9687.089844,9845.900391,9845.900391,679872376
2018-05-05,9846.44043,9936.959961,9441.929688,9644.919922,9644.919922,608650204
2018-05-06,9643.990234,9662.230469,9202.129883,9377.80957,9377.80957,692580062
2018-05-07,9377.080078,9472.089844,9063.070313,9196.129883,9196.129883,673924125
2018-05-08,9196.129883,9373.459961,8987.269531,9321.160156,9321.160156,625495066
2018-05-09,9321.519531,9393.950195,9017.129883,9032.219727,9032.219727,629850604
2018-05-10,9032.219727,9032.269531,8363.5,8421.0,8421.0,1176888629
2018-05-11,8420.820313,8653.799805,8225.969727,8486.669922,8486.669922,783972252
2018-05-12,8488.070313,8773.959961,8350.910156,8709.459961,8709.459961,525395861
2018-05-13,8709.459961,8883.0,8312.719727,8672.900391,8672.900391,874543293
2018-05-14,8672.879883,8848.69043,8441.25,8480.160156,8480.160156,730739738
2018-05-15,8480.160156,8501.650391,8119.169922,8344.780273,8344.780273,789660713
2018-05-16,8342.69043,8476.450195,8015.77002,8071.040039,8071.040039,615539512
2018-05-17,8071.040039,8280.450195,7940.350098,8247.910156,8247.910156,558167598
2018-05-18,8247.910156,8397.269531,8160.799805,8249.240234,8249.240234,381458405
2018-05-19,8249.240234,8591.450195,8181.459961,8533.0,8533.0,418898289
2018-05-20,8533.219727,8585.849609,8347.879883,8419.650391,8419.650391,463653636
2018-05-21,8419.669922,8428.599609,7962.430176,7992.75,7992.75,543342369
2018-05-22,7992.75,8031.629883,7460.660156,7505.77002,7505.77002,934151146
2018-05-23,7505.77002,7729.47998,7283.77002,7584.740234,7584.740234,826278113
2018-05-24,7584.779785,7652.370117,7347.959961,7475.359863,7475.359863,634474356
2018-05-25,7475.359863,7626.689941,7314.709961,7355.060059,7355.060059,368322782
2018-05-26,7355.060059,7420.069824,7256.669922,7362.22998,7362.22998,341348321
2018-05-27,7362.22998,7455.549805,7092.910156,7118.879883,7118.879883,526854342
2018-05-28,7118.879883,7533.029785,7069.009766,7474.75,7474.75,634849312
2018-05-29,7474.75,7571.080078,7295.779785,7393.02002,7393.02002,505870974
2018-05-30,7393.02002,7608.870117,7349.52002,7502.149902,7502.149902,458223966
2018-05-31,7501.740234,7614.660156,7370.27002,7530.549805,7530.549805,458687659
2018-06-01,7530.549805,7697.339844,7467.790039,7643.259766,7643.259766,362414878
2018-06-02,7643.259766,7774.959961,7606.759766,7719.75,7719.75,332313005
2018-06-03,7719.72998,7760.72998,7469.209961,7503.200195,7503.200195,427448262
2018-06-04,7503.319824,7672.700195,7394.970215,7629.399902,7629.399902,440337235
2018-06-05,7629.399902,7701.350098,7504.97998,7661.790039,7661.790039,396116252
2018-06-06,7661.790039,7755.919922,7651.129883,7700.109863,7700.109863,342475552
2018-06-07,7700.399902,7709.609863,7559.5,7627.52002,7627.52002,310119047
2018-06-08,7627.560059,7691.740234,7495.720215,7513.689941,7513.689941,218013881
2018-06-09,7513.759766,7514.040039,6661.97998,6773.720215,6773.720215,895514425
2018-06-10,6773.720215,6913.850098,6652.890137,6887.370117,6887.370117,482788065
2018-06-11,6887.430176,6888.330078,6462.609863,6556.939941,6556.939941,509372466
2018-06-12,6556.939941,6623.0,6140.629883,6310.430176,6310.430176,797087281
2018-06-13,6310.430176,6719.439941,6286.22998,6643.259766,6643.259766,620296377
2018-06-14,6643.629883,6667.22998,6380.689941,6396.709961,6396.709961,379228601
2018-06-15,6396.709961,6569.149902,6345.990234,6503.100098,6503.100098,232802782
2018-06-16,6503.100098,6585.77002,6446.379883,6457.779785,6457.779785,224575526
2018-06-17,6457.779785,6802.029785,6401.410156,6714.819824,6714.819824,430241689
2018-06-18,6714.560059,6839.600098,6672.200195,6741.279785,6741.279785,370797057
2018-06-19,6741.279785,6817.899902,6569.959961,6761.27002,6761.27002,400530201
2018-06-20,6761.27002,6790.080078,6687.660156,6720.640137,6720.640137,295690715
2018-06-21,6720.640137,6731.509766,5941.319824,6051.470215,6051.470215,862826624
2018-06-22,6051.470215,6257.879883,6033.200195,6166.540039,6166.540039,350697378
2018-06-23,6166.359863,6254.02002,5782.129883,6157.779785,6157.779785,667479078
2018-06-24,6157.779785,6344.450195,6095.25,6260.350098,6260.350098,492834172
2018-06-25,6260.399902,6286.359863,6067.490234,6088.390137,6088.390137,391396653
2018-06-26,6092.259766,6192.109863,6021.689941,6141.569824,6141.569824,383457137
2018-06-27,6141.569824,6172.22998,5844.259766,5871.279785,5871.279785,385907044
2018-06-28,5870.810059,6286.669922,5813.02002,6203.799805,6203.799805,554799001
2018-06-29,6203.810059,6503.330078,6194.509766,6385.379883,6385.379883,419284677
2018-06-30,6385.430176,6429.5,6262.720215,6339.040039,6339.040039,259708490
2018-07-01,6342.689941,6673.709961,5537.859863,6615.660156,6615.660156,465915661
2018-07-02,6616.600098,6670.299805,6473.47998,6509.580078,6509.580078,356390898
2018-07-03,6508.430176,6777.970215,6411.129883,6590.060059,6590.060059,412202352
2018-07-04,6589.77002,6691.319824,6448.22998,6534.810059,6534.810059,421189063
2018-07-05,6534.810059,6633.439941,6458.140137,6602.02002,6602.02002,310759733
2018-07-06,6602.029785,6814.419922,6518.22998,6758.080078,6758.080078,277167900
2018-07-07,6758.080078,6782.850098,6684.149902,6707.379883,6707.379883,268455446
2018-07-08,6707.459961,6803.100098,6625.580078,6668.839844,6668.839844,328316145
2018-07-09,6668.839844,6683.609863,6277.22998,6306.850098,6306.850098,470432142
2018-07-10,6306.870117,6405.589844,6293.680176,6394.359863,6394.359863,327667754
2018-07-11,6394.359863,6394.930176,6084.0,6253.600098,6253.600098,409078182
2018-07-12,6253.660156,6349.209961,6131.540039,6229.830078,6229.830078,319802271
2018-07-13,6229.609863,6332.459961,6190.180176,6268.75,6268.75,174416786
2018-07-14,6268.319824,6401.5,6245.75,6364.259766,6364.259766,218543291
2018-07-15,6364.259766,6761.839844,6349.830078,6740.549805,6740.549805,494264915
2018-07-16,6740.540039,7476.240234,6677.560059,7326.700195,7326.700195,799401451
2018-07-17,7326.759766,7590.649902,7253.709961,7383.390137,7383.390137,788460811
2018-07-18,7383.390137,7563.700195,7289.899902,7477.5,7477.5,522544440
2018-07-19,7477.100098,7676.549805,7279.339844,7333.930176,7333.930176,603034414
2018-07-20,7333.930176,7453.069824,7220.370117,7405.399902,7405.399902,297440355
2018-07-21,7405.399902,7569.279785,7345.25,7398.640137,7398.640137,355565264
2018-07-22,7398.640137,7798.589844,7376.660156,7718.0,7718.0,745533303
2018-07-23,7718.0,8485.709961,7692.160156,8395.820313,8395.820313,1166560702
2018-07-24,8395.80957,8481.110352,8061.069824,8170.22998,8170.22998,736530740
2018-07-25,8170.370117,8302.240234,7862.669922,7937.25,7937.25,643953970
2018-07-26,7937.100098,8278.009766,7806.25,8182.890137,8182.890137,646256012
2018-07-27,8182.879883,8238.040039,8070.040039,8230.870117,8230.870117,295872316
2018-07-28,8230.820313,8291.549805,8123.529785,8216.780273,8216.780273,280233415
2018-07-29,8216.700195,8273.610352,7867.439941,8176.060059,8176.060059,681120739
2018-07-30,8176.080078,8176.27002,7663.700195,7735.299805,7735.299805,765186307
2018-07-31,7736.25,7760.740234,7449.310059,7610.899902,7610.899902,595404848
2018-08-01,7610.899902,7713.319824,7470.859863,7542.339844,7542.339844,424093581
2018-08-02,7542.339844,7542.490234,7296.759766,7417.600098,7417.600098,586982505
2018-08-03,7417.600098,7490.890137,6940.149902,7017.890137,7017.890137,534002935
2018-08-04,7017.890137,7092.529785,6898.310059,7042.390137,7042.390137,368914046
2018-08-05,7042.569824,7160.399902,6854.790039,6945.779785,6945.779785,410408444
2018-08-06,6945.77002,7150.859863,6685.02002,6723.209961,6723.209961,575690006
2018-08-07,6723.290039,6723.990234,6133.029785,6285.02002,6285.02002,838853615
2018-08-08,6285.060059,6631.22998,6195.02002,6543.240234,6543.240234,575748446
2018-08-09,6543.25,6582.140137,6025.910156,6153.410156,6153.410156,639457019
2018-08-10,6152.950195,6488.549805,6014.259766,6242.540039,6242.540039,545722619
2018-08-11,6242.529785,6483.390137,6176.890137,6322.919922,6322.919922,366460108
2018-08-12,6322.410156,6545.02002,6157.029785,6263.200195,6263.200195,452431672
2018-08-13,6263.200195,6266.5,5891.870117,6199.600098,6199.600098,759847789
2018-08-14,6199.629883,6620.069824,6193.629883,6274.220215,6274.220215,852103141
2018-08-15,6274.220215,6478.069824,6217.330078,6323.810059,6323.810059,454679037
2018-08-16,6323.810059,6594.720215,6300.450195,6591.160156,6591.160156,477089455
2018-08-17,6591.180176,6622.160156,6322.439941,6405.709961,6405.709961,336744293
2018-08-18,6405.740234,6560.879883,6330.560059,6502.180176,6502.180176,253984821
2018-08-19,6502.240234,6537.540039,6248.390137,6269.899902,6269.899902,397981291
2018-08-20,6270.089844,6506.689941,6259.810059,6491.109863,6491.109863,396746063
2018-08-21,6491.089844,6890.790039,6264.339844,6366.129883,6366.129883,764005011
2018-08-22,6366.140137,6575.279785,6356.959961,6538.950195,6538.950195,340811486
2018-08-23,6539.129883,6736.830078,6481.759766,6708.959961,6708.959961,382456858
2018-08-24,6708.939941,6808.890137,6684.189941,6749.560059,6749.560059,258296664
2018-08-25,6749.709961,6793.169922,6588.47998,6720.600098,6720.600098,265820591
2018-08-26,6720.600098,6944.209961,6674.839844,6915.72998,6915.72998,405769271
2018-08-27,6915.919922,7136.709961,6877.200195,7091.379883,7091.379883,487789642
2018-08-28,7091.379883,7137.470215,6944.759766,7052.0,7052.0,356139022
2018-08-29,7051.609863,7072.640137,6818.689941,6998.759766,6998.759766,425475685
2018-08-30,6998.759766,7096.72998,6903.080078,7026.959961,7026.959961,349131152
2018-08-31,7026.959961,7272.029785,7025.580078,7203.459961,7203.459961,300301833
2018-09-01,7203.459961,7384.379883,7144.709961,7301.259766,7301.259766,447453370
2018-09-02,7301.25,7350.580078,7204.890137,7270.049805,7270.049805,309327793
2018-09-03,7270.049805,7417.649902,7246.759766,7369.859863,7369.859863,343762001
2018-09-04,7369.890137,7401.430176,6694.060059,6705.029785,6705.029785,797851163
2018-09-05,6705.060059,6727.189941,6295.109863,6515.419922,6515.419922,823309044
2018-09-06,6515.419922,6549.390137,6345.47998,6411.779785,6411.779785,344487244
2018-09-07,6413.120117,6480.569824,6134.759766,6200.160156,6200.160156,317380272
2018-09-08,6200.22998,6451.25,6161.830078,6249.069824,6249.069824,244400344
2018-09-09,6249.069824,6371.419922,6247.640137,6324.430176,6324.430176,320435279
2018-09-10,6324.430176,6415.509766,6199.189941,6295.540039,6295.540039,324512939
2018-09-11,6295.540039,6357.890137,6208.279785,6337.109863,6337.109863,332537236
2018-09-12,6337.080078,6534.890137,6337.080078,6492.0,6492.0,425090869
2018-09-13,6492.169922,6591.589844,6393.839844,6486.009766,6486.009766,377989402
2018-09-14,6485.390137,6573.189941,6473.470215,6522.080078,6522.080078,208349557
2018-09-15,6522.680176,6525.049805,6404.310059,6502.439941,6502.439941,200545603
2018-09-16,6502.439941,6538.819824,6216.830078,6261.47998,6261.47998,399675966
2018-09-17,6261.330078,6393.390137,6238.25,6346.439941,6346.439941,348485895
2018-09-18,6346.439941,6522.899902,6131.02002,6398.799805,6398.799805,452379323
2018-09-19,6398.830078,6551.930176,6361.330078,6505.899902,6505.899902,301619960
2018-09-20,6505.970215,6785.220215,6501.009766,6762.060059,6762.060059,569642976
2018-09-21,6762.069824,6834.490234,6633.009766,6716.600098,6716.600098,261159308
2018-09-22,6716.600098,6768.560059,6663.899902,6702.700195,6702.700195,169080003
2018-09-23,6702.72998,6717.600098,6557.819824,6583.529785,6583.529785,324660682
2018-09-24,6583.529785,6583.540039,6333.209961,6437.740234,6437.740234,420279170
2018-09-25,6437.740234,6543.919922,6383.160156,6462.600098,6462.600098,264402806
2018-09-26,6462.600098,6733.939941,6434.759766,6686.129883,6686.129883,345096700
2018-09-27,6686.129883,6806.100098,6545.410156,6635.379883,6635.379883,497340510
2018-09-28,6635.399902,6635.419922,6474.22998,6603.75,6603.75,245055396
2018-09-29,6603.75,6741.959961,6543.680176,6623.709961,6623.709961,174302164
2018-09-30,6623.819824,6662.600098,6510.540039,6594.97998,6594.97998,256959931
2018-10-01,6594.97998,6618.950195,6478.040039,6525.470215,6525.470215,267166277
2018-10-02,6525.459961,6537.069824,6428.97998,6492.259766,6492.259766,306385346
2018-10-03,6492.609863,6622.319824,6486.859863,6579.790039,6579.790039,277614018
2018-10-04,6580.0,6683.549805,6546.97998,6632.870117,6632.870117,262562344
2018-10-05,6632.879883,6637.080078,6563.25,6589.939941,6589.939941,162722103
2018-10-06,6589.939941,6622.490234,6535.02002,6601.149902,6601.149902,179378859
2018-10-07,6601.459961,6698.310059,6565.009766,6650.069824,6650.069824,313507433
2018-10-08,6650.069824,6657.0,6589.390137,6631.790039,6631.790039,213976678
2018-10-09,6631.790039,6633.220215,6487.859863,6581.069824,6581.069824,323664963
2018-10-10,6581.069824,6581.589844,6171.950195,6209.470215,6209.470215,654924117
2018-10-11,6209.470215,6296.560059,6173.859863,6250.850098,6250.850098,289840137
2018-10-12,6252.100098,6280.72998,6238.919922,6267.27002,6267.27002,137705035
2018-10-13,6267.27002,6346.560059,6247.169922,6277.72998,6277.72998,215422888
2018-10-14,6277.72998,7234.830078,6244.77002,6612.359863,6612.359863,1190524168
2018-10-15,6612.689941,6724.910156,6545.540039,6583.049805,6583.049805,324232509
2018-10-16,6583.049805,6589.200195,6511.600098,6574.52002,6574.52002,220418636
2018-10-17,6576.399902,6616.27002,6445.049805,6488.720215,6488.720215,331761115
2018-10-18,6489.370117,6503.089844,6449.359863,6469.279785,6469.279785,237855085
2018-10-19,6469.279785,6645.200195,6395.450195,6490.560059,6490.560059,127185847
2018-10-20,6490.600098,6557.390137,6474.470215,6509.870117,6509.870117,105283929
2018-10-21,6509.870117,6531.22998,6460.379883,6483.22998,6483.22998,202766914
2018-10-22,6484.319824,6496.200195,6438.990234,6470.220215,6470.220215,220913293
2018-10-23,6470.629883,6538.350098,6465.72998,6476.25,6476.25,222068131
2018-10-24,6476.52002,6497.899902,6432.299805,6462.77002,6462.77002,231214963
2018-10-25,6462.77002,6514.0,6441.810059,6457.209961,6457.209961,215447656
2018-10-26,6457.209961,6479.0,6445.950195,6470.169922,6470.169922,124066466
2018-10-27,6470.169922,6483.240234,6444.740234,6470.740234,6470.740234,109118160
2018-10-29,6470.740234,6483.390137,6282.580078,6313.910156,6313.910156,342463526
2018-10-30,6314.379883,6340.680176,6286.299805,6309.109863,6309.109863,269592154
2018-10-31,6309.109863,6391.25,6241.490234,6342.609863,6342.609863,245357244
2018-11-01,6342.810059,6402.589844,6322.600098,6381.299805,6381.299805,199861220
2018-11-02,6381.299805,6420.930176,6371.569824,6394.660156,6394.660156,179385606
2018-11-03,6394.649902,6398.089844,6336.959961,6376.319824,6376.319824,183565304
2018-11-04,6376.549805,6498.160156,6351.919922,6467.049805,6467.049805,175805188
2018-11-05,6467.049805,6475.799805,6406.689941,6433.740234,6433.740234,155758902
2018-11-06,6433.529785,6482.810059,6412.560059,6479.720215,6479.720215,239808254
2018-11-07,6479.720215,6562.790039,6476.589844,6529.680176,6529.680176,360052788
2018-11-08,6530.939941,6542.419922,6438.27002,6446.060059,6446.060059,273205386
2018-11-09,6446.060059,6457.970215,6352.450195,6377.990234,6377.990234,237893036
2018-11-10,6377.990234,6419.919922,6376.169922,6396.370117,6396.370117,94313328
2018-11-11,6396.390137,6414.180176,6326.379883,6408.180176,6408.180176,130156001
2018-11-12,6408.180176,6435.410156,6350.870117,6375.080078,6375.080078,181575610
2018-11-13,6375.080078,6389.430176,6315.580078,6339.169922,6339.169922,227689745
2018-11-14,6339.169922,6375.700195,5469.930176,5741.470215,5741.470215,1045469380
2018-11-15,5740.509766,5767.060059,5300.75,5647.5,5647.5,820864013
2018-11-16,5647.5,5676.540039,5487.870117,5586.27002,5586.27002,397196182
2018-11-17,5586.970215,5602.009766,5524.700195,5568.939941,5568.939941,164182152
2018-11-18,5567.950195,5701.350098,5567.950195,5615.259766,5615.259766,233409182
2018-11-19,5615.259766,5615.97998,4757.009766,4809.620117,4809.620117,1072037780
2018-11-20,4809.620117,4953.560059,4168.25,4441.810059,4441.810059,1433400842
2018-11-21,4441.810059,4689.549805,4315.580078,4593.040039,4593.040039,686284917
2018-11-22,4593.040039,4640.720215,4297.209961,4320.680176,4320.680176,376852837
2018-11-23,4320.680176,4419.47998,4157.189941,4343.419922,4343.419922,521825987
2018-11-24,4343.419922,4432.0,3741.199951,3854.110107,3854.110107,503028289
2018-11-25,3854.110107,4165.930176,3550.040039,4004.149902,4004.149902,819869496
2018-11-26,4004.459961,4124.700195,3598.810059,3784.590088,3784.590088,715341714
2018-11-27,3784.77002,3878.899902,3613.110107,3822.98999,3822.98999,555212127
2018-11-28,3822.98999,4398.569824,3822.939941,4263.549805,4263.549805,726808596
2018-11-29,4263.52002,4444.390137,4130.680176,4286.689941,4286.689941,479575430
2018-11-30,4286.850098,4331.069824,3916.300049,4009.669922,4009.669922,497762735
2018-12-01,4009.669922,4309.649902,3942.620117,4197.459961,4197.459961,280927570
2018-12-02,4197.700195,4318.790039,4077.669922,4143.859863,4143.859863,262154694
2018-12-03,4143.859863,4159.009766,3795.179932,3871.409912,3871.409912,423985399
2018-12-04,3871.409912,4082.679932,3770.919922,3948.439941,3948.439941,373361232
2018-12-05,3948.439941,3961.800049,3719.189941,3737.530029,3737.530029,320944415
2018-12-06,3737.530029,3883.429932,3467.919922,3485.179932,3485.179932,590923562
2018-12-07,3485.179932,3576.110107,3248.0,3420.570068,3420.570068,699930576
2018-12-08,3420.570068,3602.48999,3295.209961,3461.070068,3461.070068,357548590
2018-12-09,3461.070068,3718.580078,3436.5,3592.840088,3592.840088,295321498
2018-12-10,3592.840088,3645.48999,3416.77002,3467.159912,3467.159912,287119758
2018-12-11,3467.159912,3483.580078,3348.97998,3401.02002,3401.02002,230671778
2018-12-12,3401.02002,3545.370117,3380.47998,3485.590088,3485.590088,257293632
2018-12-13,3485.590088,3493.76001,3272.810059,3305.110107,3305.110107,286236674
2018-12-14,3305.110107,3333.23999,3180.969971,3235.47998,3235.47998,290985461
2018-12-15,3235.47998,3271.76001,3169.530029,3232.51001,3232.51001,165378769
2018-12-16,3232.51001,3319.830078,3227.399902,3255.370117,3255.370117,148182655
2018-12-17,3255.370117,3639.649902,3239.060059,3548.189941,3548.189941,412454521
2018-12-18,3548.189941,3727.98999,3481.459961,3715.850098,3715.850098,327807644
2018-12-19,3715.850098,3969.699951,3693.570068,3736.540039,3736.540039,620695447
2018-12-20,3736.540039,4225.52002,3712.820068,4137.660156,4137.660156,724855205
2018-12-21,4137.660156,4247.709961,3831.199951,3898.810059,3898.810059,516656937
